glottocode,name,level,glot_path,family
wand1281,Wandala-Malgwa,family,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281,afro1255
gama1258,Gamargu,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281/wand1278/gama1258,afro1255
gwan1267,Gwanje,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281/wand1278/gwan1267,afro1255
jamp1241,Jampalam,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281/wand1278/jamp1241,afro1255
kamb1315,Kamburwama,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281/wand1278/kamb1315,afro1255
kira1252,Kirawa,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281/wand1278/kira1252,afro1255
masf1235,Masfeima,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281/wand1278/masf1235,afro1255
maza1303,Mazagwa,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281/wand1278/maza1303,afro1255
wand1278,Wandala,language,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281/wand1278,afro1255
mura1277,Mura,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281/wand1278/mura1277,afro1255
nucl1682,Nuclear Wandala,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281/wand1278/nucl1682,afro1255
ziog1238,Ziogba,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281/wand1278/ziog1238,afro1255
marg1267,Margi-Mandara-Mofu,family,afro1255/chad1250/bium1280/nort3156/marg1267,afro1255
mofu1249,Mofuic,family,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249,afro1255
dugw1239,Dugwor,language,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/meri1245/dugw1239,afro1255
mike1242,Mikere,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/meri1245/dugw1239/mike1242,afro1255
meri1245,Meri,family,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/meri1245,afro1255
dugu1258,Dugur,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/meri1245/mere1246/dugu1258,afro1255
mere1246,Merey,language,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/meri1245/mere1246,afro1255
gemz1238,Gemzek,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/meri1245/zulg1242/gemz1238,afro1255
zulg1242,Zulgo-Gemzek,language,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/meri1245/zulg1242,afro1255
mine1239,Mineo,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/meri1245/zulg1242/mine1239,afro1255
zulg1243,Zulgo,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/meri1245/zulg1242/zulg1243,afro1255
mofu1250,Mofu,family,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/mofu1250,afro1255
dime1245,Dimeo,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/mofu1250/mofu1248/dime1245,afro1255
gudu1251,Gudur,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/mofu1250/mofu1248/gudu1251,afro1255
mass1267,Massagal,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/mofu1250/mofu1248/mass1267,afro1255
mofu1248,Mofu-Gudur,language,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/mofu1250/mofu1248,afro1255
moko1254,Mokong,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/mofu1250/mofu1248/moko1254,afro1255
njel1238,Njeleng,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/mofu1250/mofu1248/njel1238,afro1255
zidi1238,Zidim,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/mofu1250/mofu1248/zidi1238,afro1255
dour1242,Douroun,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/mofu1250/nort3046/dour1242,afro1255
nort3046,North Mofu,language,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/mofu1250/nort3046,afro1255
waza1238,Wazan,dialect,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/mofu1250/nort3046/waza1238,afro1255
mada1293,Mada (Cameroon),language,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/toko1243/mada1293,afro1255
toko1243,Tokombere,family,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/toko1243,afro1255
molo1266,Moloko,language,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/toko1243/molo1266,afro1255
muya1243,Muyang,language,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/toko1243/muya1243,afro1255
wuzl1236,Wuzlam,language,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/toko1243/wuzl1236,afro1255
bald1241,Baldemu,language,afro1255/chad1250/bium1280/nort3156/maro1246/bald1241,afro1255
maro1246,Maroua,family,afro1255/chad1250/bium1280/nort3156/maro1246,afro1255
nort3047,North Giziga,language,afro1255/chad1250/bium1280/nort3156/maro1246/nort3047,afro1255
mutu1250,Muturuwa,dialect,afro1255/chad1250/bium1280/nort3156/maro1246/nort3047/mutu1250,afro1255
sout3051,South Giziga,language,afro1255/chad1250/bium1280/nort3156/maro1246/sout3051,afro1255
mimi1245,Mi Mijivin,dialect,afro1255/chad1250/bium1280/nort3156/maro1246/sout3051/mimi1245,afro1255
mutu1251,Muturami,dialect,afro1255/chad1250/bium1280/nort3156/maro1246/sout3051/mutu1251,afro1255
rumm1238,Rum,dialect,afro1255/chad1250/bium1280/nort3156/maro1246/sout3051/rumm1238,afro1255
nort3156,North Biu-Mandara,family,afro1255/chad1250/bium1280/nort3156,afro1255
baca1245,Bacama-Yimburu,language,afro1255/chad1250/bium1280/sout3145/bium1271/baca1245,afro1255
baca1246,Bacama,language,afro1255/chad1250/bium1280/sout3145/bium1271/baca1246,afro1255
muly1238,Mulyen,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/baca1246/muly1238,afro1255
opal1238,Opalo,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/baca1246/opal1238,afro1255
wadu1238,Wa-Duku,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/baca1246/wadu1238,afro1255
dems1242,Demsa,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/bata1314/dems1242,afro1255
garo1255,Garoua (Bata),dialect,afro1255/chad1250/bium1280/sout3145/bium1271/bata1314/garo1255,afro1255
jira1247,Jirai,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/bata1314/jira1247,afro1255
kobo1254,Kobotachi,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/bata1314/kobo1254,afro1255
mala1531,Malabu (Bata),dialect,afro1255/chad1250/bium1280/sout3145/bium1271/bata1314/mala1531,afro1255
bata1314,Bata,language,afro1255/chad1250/bium1280/sout3145/bium1271/bata1314,afro1255
ndee1246,Ndeewe,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/bata1314/ndee1246,afro1255
riba1250,Ribaw,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/bata1314/riba1250,afro1255
wadi1258,Wadi (Bata),dialect,afro1255/chad1250/bium1280/sout3145/bium1271/bata1314/wadi1258,afro1255
zumu1241,Zumu,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/bata1314/zumu1241,afro1255
fali1285,Fali,language,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/fali1290/fali1285,afro1255
fali1286,Fali of Mubi,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/fali1290/gude1246/fali1286,afro1255
fali1287,Fali of Mucella,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/fali1290/gude1246/fali1287,afro1255
fali1288,Fali of Vimtim,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/fali1290/gude1246/fali1288,afro1255
fali1289,Fali of Jilvu,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/fali1290/gude1246/fali1289,afro1255
gude1246,Gude,language,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/fali1290/gude1246,afro1255
fali1290,Fali-Gude,family,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/fali1290,afro1255
djim1239,Djimi,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/jimi1254/djim1239,afro1255
jimo1235,Jimo,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/jimi1254/jimo1235,afro1255
mala1532,Malabu,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/jimi1254/mala1532,afro1255
jimi1254,Jimi (Cameroon),language,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/jimi1254,afro1255
wadi1259,Wadi,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/jimi1254/wadi1259,afro1255
zumo1247,Zumo (Cameroon),dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/jimi1254/zumo1247,afro1255
gude1248,Gude-Jimi-Zizilivakan,family,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248,afro1255
zizi1238,Zizilivakan,language,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/gude1248/zizi1238,afro1255
gude1247,Gudeic,family,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247,afro1255
holm1250,Holma,language,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241/holm1250,afro1255
nzan1241,Nzanyic,family,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241,afro1255
dede1238,Dede,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241/nzan1240/dede1238,afro1255
hood1240,Hoode,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241/nzan1240/hood1240,afro1255
lovi1238,Lovi,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241/nzan1240/lovi1238,afro1255
maga1269,Magara,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241/nzan1240/maga1269,afro1255
maih1239,Maiha,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241/nzan1240/maih1239,afro1255
nzan1240,Nzanyi,language,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241/nzan1240,afro1255
muti1238,Mutidi,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241/nzan1240/muti1238,afro1255
nggw1243,Nggwoli,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241/nzan1240/nggw1243,afro1255
paka1255,Paka,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241/nzan1240/paka1255,afro1255
roge1238,Rogede,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/nzan1241/nzan1240/roge1238,afro1255
shar1250,Sharwa-Tsuvan,family,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/shar1250,afro1255
shar1249,Sharwa,language,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/shar1250/shar1249,afro1255
tsuv1243,Tsuvan,language,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/shar1250/tsuv1243,afro1255
kumb1278,Kumbi,dialect,afro1255/chad1250/bium1280/sout3145/bium1271/gudu1250/kumb1278,afro1255
gudu1250,Gudu,language,afro1255/chad1250/bium1280/sout3145/bium1271/gudu1250,afro1255
bium1271,Bataic,family,afro1255/chad1250/bium1280/sout3145/bium1271,afro1255
ngwa1251,Ngwaba,language,afro1255/chad1250/bium1280/sout3145/bium1271/ngwa1251,afro1255
buwa1243,Buwal,language,afro1255/chad1250/bium1280/sout3145/bium1274/buwa1244/buwa1243,afro1255
gava1241,Gavar,language,afro1255/chad1250/bium1280/sout3145/bium1274/buwa1244/gava1241,afro1255
buwa1244,Buwal-Gavar,family,afro1255/chad1250/bium1280/sout3145/bium1274/buwa1244,afro1255
kola1291,Kola (Mazagway),dialect,afro1255/chad1250/bium1280/sout3145/bium1274/daba1262/maza1304/kola1291,afro1255
maza1304,Mazagway,language,afro1255/chad1250/bium1280/sout3145/bium1274/daba1262/maza1304,afro1255
musg1253,Musgoi,dialect,afro1255/chad1250/bium1280/sout3145/bium1274/daba1262/maza1304/musg1253,afro1255
daba1262,Daba-Mazagway-Kola,family,afro1255/chad1250/bium1280/sout3145/bium1274/daba1262,afro1255
nucl1683,Daba,language,afro1255/chad1250/bium1280/sout3145/bium1274/daba1262/nucl1683,afro1255
nive1238,Nive,dialect,afro1255/chad1250/bium1280/sout3145/bium1274/daba1262/nucl1683/nive1238,afro1255
polo1246,Pologozom,dialect,afro1255/chad1250/bium1280/sout3145/bium1274/daba1262/nucl1683/polo1246,afro1255
mbed1242,Mbedam,language,afro1255/chad1250/bium1280/sout3145/bium1274/mbed1242,afro1255
bium1274,Dabaic,family,afro1255/chad1250/bium1280/sout3145/bium1274,afro1255
besl1239,Besleri,dialect,afro1255/chad1250/bium1280/sout3145/bium1274/mina1276/besl1239,afro1255
gamd1238,Gamdugun,dialect,afro1255/chad1250/bium1280/sout3145/bium1274/mina1276/gamd1238,afro1255
jing1267,Jingjing,dialect,afro1255/chad1250/bium1280/sout3145/bium1274/mina1276/jing1267,afro1255
mina1276,Mina (Cameroon),language,afro1255/chad1250/bium1280/sout3145/bium1274/mina1276,afro1255
boga1251,Boga,language,afro1255/chad1250/bium1280/sout3145/bium1275/east2649/boga1251,afro1255
gabi1247,Gabin,dialect,afro1255/chad1250/bium1280/sout3145/bium1275/east2649/gaan1243/gabi1247,afro1255
gaan1243,Ga'anda,language,afro1255/chad1250/bium1280/sout3145/bium1275/east2649/gaan1243,afro1255
nucl1684,Nuclear Ga'anda,dialect,afro1255/chad1250/bium1280/sout3145/bium1275/east2649/gaan1243/nucl1684,afro1255
hwan1240,Hwana,language,afro1255/chad1250/bium1280/sout3145/bium1275/east2649/hwan1240,afro1255
east2649,Eastern Tera,family,afro1255/chad1250/bium1280/sout3145/bium1275/east2649,afro1255
bium1275,Teraic,family,afro1255/chad1250/bium1280/sout3145/bium1275,afro1255
jara1274,Jara,language,afro1255/chad1250/bium1280/sout3145/bium1275/west2707/jara1274,afro1255
west2707,Western Tera,family,afro1255/chad1250/bium1280/sout3145/bium1275/west2707,afro1255
bura1293,Bura Kokura,dialect,afro1255/chad1250/bium1280/sout3145/bium1275/west2707/tera1251/bura1293,afro1255
tera1251,Tera,language,afro1255/chad1250/bium1280/sout3145/bium1275/west2707/tera1251,afro1255
nyim1251,Nyimatli,dialect,afro1255/chad1250/bium1280/sout3145/bium1275/west2707/tera1251/nyim1251,afro1255
pidl1239,Pidlimndi,dialect,afro1255/chad1250/bium1280/sout3145/bium1275/west2707/tera1251/pidl1239,afro1255
cuvo1236,Cuvok,language,afro1255/chad1250/bium1280/sout3145/mata1311/cuvo1236,afro1255
koza1239,Koza,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/cent2189/koza1239,afro1255
ldam1238,Ldamtsai,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/cent2189/ldam1238,afro1255
cent2189,Central Mafa,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/cent2189,afro1255
moko1255,Mokola,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/cent2189/moko1255,afro1255
moko1256,Mokolo,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/cent2189/moko1256,afro1255
ouza1238,Ouzal,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/cent2189/ouza1238,afro1255
east2648,East Mafa,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/east2648,afro1255
roua1238,Roua,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/east2648/roua1238,afro1255
soul1242,Soulede,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/east2648/soul1242,afro1255
mafa1239,Mafa,language,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239,afro1255
nucl1678,Nuclear Mafa,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/nucl1678,afro1255
mago1253,Magoumaz,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/west2706/mago1253,afro1255
mavo1238,Mavoumay,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/west2706/mavo1238,afro1255
west2706,West Mafa,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/west2706,afro1255
mata1311,Matakam,family,afro1255/chad1250/bium1280/sout3145/mata1311,afro1255
mefe1242,Mefele,language,afro1255/chad1250/bium1280/sout3145/mata1311/mefe1242,afro1255
muhu1241,Muhura,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mefe1242/muhu1241,afro1255
nucl1679,Nuclear Mefele,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mefe1242/nucl1679,afro1255
sera1269,Serak,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mefe1242/sera1269,afro1255
shug1252,Shugule,dialect,afro1255/chad1250/bium1280/sout3145/mata1311/mefe1242/shug1252,afro1255
sout3145,South Biu-Mandara,family,afro1255/chad1250/bium1280/sout3145,afro1255
suku1272,Sukur,language,afro1255/chad1250/bium1280/sout3145/suku1272,afro1255
jilb1238,Jilbe,language,afro1255/chad1250/bium1280/unun9878/jilb1238,afro1255
unun9878,Unclassified Biu-Mandara,family,afro1255/chad1250/bium1280/unun9878,afro1255
guil1240,Giliya,dialect,afro1255/chad1250/east2632/east2633/bara1406/bare1279/cent2362/guil1240,afro1255
jalk1246,Jalkiya,dialect,afro1255/chad1250/east2632/east2633/bara1406/bare1279/cent2362/jalk1246,afro1255
cent2362,Central Barain,dialect,afro1255/chad1250/east2632/east2633/bara1406/bare1279/cent2362,afro1255
komi1275,Komiya,dialect,afro1255/chad1250/east2632/east2633/bara1406/bare1279/komi1275,afro1255
bare1279,Barain,language,afro1255/chad1250/east2632/east2633/bara1406/bare1279,afro1255
bara1406,Barainic,family,afro1255/chad1250/east2632/east2633/bara1406,afro1255
saka1296,Jalking,language,afro1255/chad1250/east2632/east2633/bara1406/saka1296,afro1255
abgu1238,Abgue,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/birg1239/abgu1238,afro1255
agra1238,Agrab,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/birg1239/agra1238,afro1255
dugu1257,Duguri (Chad),dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/birg1239/dugu1257,afro1255
east2639,Eastern Birgit,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/birg1239/east2639,afro1255
birg1239,Birgit,language,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/birg1239,afro1255
birg1240,Birgit-Mogum-Toram,family,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240,afro1255
koff1242,Koffa,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/mogu1251/koff1242,afro1255
mogu1251,Mogum,language,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/mogu1251,afro1255
mogu1252,Mogum Urmi,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/mogu1251/mogu1252,afro1255
mogu1253,Mogum Déle,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/mogu1251/mogu1253,afro1255
mogu1254,Mogum Diguimi,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/mogu1251/mogu1254,afro1255
tora1267,Toram,language,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/tora1267,afro1255
biga1242,Bigawguno,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/bidi1241/biga1242,afro1255
gara1267,Garawgino,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/bidi1241/gara1267,afro1255
jekk1238,Jekkino,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/bidi1241/jekk1238,afro1255
bidi1241,Bidiyo,language,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/bidi1241,afro1255
nalg1238,Nalguno,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/bidi1241/nalg1238,afro1255
oboy1238,Oboyguno,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/bidi1241/oboy1238,afro1255
cent2187,Central Dangaleat,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/dang1274/cent2187,afro1255
east2637,East Dangaleat,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/dang1274/east2637,afro1255
dang1274,Dangaleat,language,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/dang1274,afro1255
west2704,West Dangaléat,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/dang1274/west2704,afro1255
dang1276,Dangla,family,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276,afro1255
damb1250,Dambiya,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/miga1249/damb1250,afro1255
doga1242,Doga (Chad),dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/miga1249/doga1242,afro1255
gami1251,Gamiya,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/miga1249/gami1251,afro1255
miga1249,Migaama,language,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/miga1249,afro1255
nucl1674,Nuclear Migaama,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/miga1249/nucl1674,afro1255
doug1241,Dougne,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/unun9877/jonk1238/doug1241,afro1255
jonk1238,Jonkor Bourmataguil,language,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/unun9877/jonk1238,afro1255
musu1240,Musunye,dialect,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/unun9877/jonk1238/musu1240,afro1255
unun9877,Unclassified Dangla,family,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/unun9877,afro1255
mabi1242,Mabire,language,afro1255/chad1250/east2632/east2633/east2709/dang1275/mabi1242,afro1255
dang1275,Dangla-Mabire-Birgit,family,afro1255/chad1250/east2632/east2633/east2709/dang1275,afro1255
east2709,East Chadic B.1,family,afro1255/chad1250/east2632/east2633/east2709,afro1255
kaja1254,Kajakse,language,afro1255/chad1250/east2632/east2633/east2709/mubi1247/kaja1254,afro1255
masm1239,Masmaje,language,afro1255/chad1250/east2632/east2633/east2709/mubi1247/masm1239,afro1255
mubi1247,Mubic,family,afro1255/chad1250/east2632/east2633/east2709/mubi1247,afro1255
mubi1246,Mubi,language,afro1255/chad1250/east2632/east2633/east2709/mubi1247/mubi1246,afro1255
